id,Nama,Nomor Whatssap,Jenis kelamin,Pendidikan terakhir,Lama pengalaman (tahun),Jumlah lansia pernah dirawat,Umur,Keahlian,Mengurus rumah,Membantu pergerakan dan aktivitas fisik,Membantu konsumsi obat dan makanan,Mengecek kesehatan rutin secara mandiri,Mendampingi dan menjaga,Memasangkan alat medis khusus,Memeriksakan rutin ke dokter,Indonesia,Inggris,Jawa,Sunda,Melayu,Kota,Gaji
1169,Konstantin Parmenter,+62 851-3202-46447,1,3,5,0,36,0.71,0,1,1,0,0,1,1,0,0,1,0,0,KABUPATEN ASAHAN,1450000
1170,Shermy Yitzovicz,+62 869-060-171,1,3,5,4,36,0.29,1,0,0,0,0,0,0,1,1,0,1,1,KOTA DEPOK,920000
1171,Fraser Benedick,+62 821-9719-93369,1,3,8,4,29,0.86,1,0,1,1,0,1,1,0,1,0,1,1,KABUPATEN BOLAANG MONGONDOW UTARA,1850000
1172,Andre Frarey,+62 892-6746-22326,1,2,0,0,21,0.29,1,1,1,0,0,0,1,0,0,1,1,0,KABUPATEN BULELENG,2000000
1173,Matthiew Colthurst,+62 832-4377-229,1,5,17,1,39,0.71,1,0,1,0,0,1,1,1,0,1,1,0,KOTA SUBULUSSALAM,1050000
1174,Barri Uridge,+62 894-667-587,1,3,4,2,29,0.86,0,0,0,1,0,1,1,0,1,1,0,0,KABUPATEN KERINCI,1490000
1175,Denney Joysey,+62 874-6250-760,1,5,1,1,38,0.57,1,0,1,1,1,1,0,1,1,0,1,1,KABUPATEN LABUHANBATU UTARA,900000
1176,Baxter Lorrain,+62 854-5317-62077,1,5,5,3,27,0.14,1,1,0,1,0,0,1,0,0,0,1,1,KABUPATEN MELAWI,560000
1177,Hartwell Conquer,+62 819-5474-735,1,5,1,0,31,1,1,0,1,1,0,0,0,0,0,0,0,1,KOTA SAWAHLUNTO,1540000
1178,Gale Clare,+62 884-4957-599,1,3,2,2,22,0.71,1,0,1,1,0,1,1,1,1,0,1,0,KABUPATEN TOJO UNA UNA,1700000
1179,Vasili Foltin,+62 820-6102-8252,1,3,10,8,36,0.86,1,0,1,1,1,1,1,1,1,1,1,1,KOTA SERANG,910000
1180,Hadrian Windows,+62 812-2082-737,1,5,3,3,28,1,1,1,1,1,0,0,0,1,1,0,0,1,KOTA BLITAR,1840000
1181,Mort Brooksby,+62 882-7927-620,1,3,4,3,26,0.71,0,1,0,0,1,1,0,0,0,1,1,0,KABUPATEN DHARMASRAYA,830000
1182,Zared Springate,+62 826-8843-4491,1,5,2,2,38,0.86,0,1,1,1,1,1,0,0,0,1,1,0,KABUPATEN KEPULAUAN YAPEN,810000
1183,Jamesy Gehricke,+62 813-386-422,1,3,8,7,36,0.43,1,0,1,0,0,1,0,1,1,1,1,1,KABUPATEN GUNUNGKIDUL,1300000
1184,Merrick Heaton,+62 869-6232-72460,1,3,0,0,31,0.14,1,1,1,1,1,0,0,0,0,1,1,0,KABUPATEN HALMAHERA SELATAN,1650000
1185,Husein Stansfield,+62 863-0928-249,1,5,17,6,38,0.43,0,1,1,0,1,0,0,1,1,0,1,0,KABUPATEN PURWOREJO,1070000
1186,Heriberto Ridgewell,+62 893-5888-9210,1,5,5,0,33,0.43,0,0,0,0,0,1,0,0,0,1,0,0,KABUPATEN BANDUNG BARAT,1940000
1187,Raul Jozefczak,+62 882-1304-44772,1,3,7,2,38,0,1,1,0,1,0,1,0,0,0,0,1,1,KABUPATEN BULUNGAN,1550000
1188,Christophe Battyll,+62 891-6954-9827,1,2,3,0,24,0.14,0,1,0,1,1,0,1,0,1,1,0,1,KABUPATEN LEBAK,780000
1189,Welch Hoyes,+62 833-5467-305,1,5,3,1,23,0.71,0,1,0,1,0,1,1,0,1,0,0,1,KABUPATEN SABU RAIJUA,1790000
1190,Jedidiah Warr,+62 826-0278-0334,1,3,7,1,39,0.71,1,0,0,0,1,1,1,1,1,0,0,1,KABUPATEN KOLAKA UTARA,1080000
1191,Kelly Seager,+62 813-8628-94118,1,5,1,1,29,0.86,0,0,1,0,1,0,0,0,1,1,1,0,KABUPATEN PADANG LAWAS UTARA,670000
1192,Major Haberfield,+62 831-7170-336,1,3,8,6,37,0,1,0,1,0,0,0,1,0,1,0,0,0,KABUPATEN LOMBOK TIMUR,530000
1193,Abbot Sparey,+62 827-369-798,1,3,18,1,39,0.86,1,1,1,0,1,1,1,1,1,0,1,1,KABUPATEN PADANG LAWAS,1060000
1194,Waylen Woodberry,+62 860-9775-01698,1,3,1,0,26,0.29,1,1,1,1,0,0,0,0,0,1,0,0,KABUPATEN MAMBERAMO RAYA,1620000
1195,Israel Newby,+62 850-1964-3808,1,5,4,2,28,0.86,1,1,1,0,1,1,0,1,1,1,0,0,KOTA SABANG,1190000
1196,Andy McLaverty,+62 864-930-771,1,5,2,1,33,0.14,1,0,1,0,1,0,1,0,1,0,0,1,KABUPATEN KEBUMEN,740000
1197,Dilly Pyser,+62 890-6769-68336,1,5,8,7,35,0.71,0,1,1,0,0,0,1,0,1,0,0,0,KABUPATEN KEPULAUAN SULA,1060000
1198,Holly Musk,+62 864-434-221,1,2,2,2,39,0.29,1,0,1,1,1,1,1,1,1,1,1,1,KOTA SAWAHLUNTO,1500000
1199,Trey Warrick,+62 871-2828-25411,1,2,2,2,24,0.29,0,1,1,0,1,0,0,0,1,1,1,0,KABUPATEN BLORA,1910000
1200,Elston Reichert,+62 857-762-012,1,3,3,3,39,0.86,1,1,0,1,1,1,0,0,1,0,1,0,KABUPATEN NDUGA,1240000
1201,Lucho Booy,+62 894-5267-475,1,3,0,0,24,0.29,1,0,1,0,0,1,1,0,0,1,0,0,KABUPATEN MANGGARAI,1420000
1202,Dallis Bavidge,+62 894-5932-73854,1,3,2,1,25,0.14,1,1,0,0,0,1,0,0,1,1,1,1,KABUPATEN HULU SUNGAI UTARA,1250000
1203,Domingo Linley,+62 832-0413-4143,1,3,1,1,23,0.86,0,0,1,0,1,1,0,0,1,1,1,0,KABUPATEN LAHAT,980000
1204,Rice Asty,+62 868-3083-812,1,5,0,0,31,0.57,1,1,0,0,1,1,0,0,1,1,1,1,KOTA BATAM,1700000
1205,Raynor Whitter,+62 814-9794-18532,1,2,1,0,21,0.71,1,0,0,0,0,0,0,0,0,0,0,0,KABUPATEN PUNCAK,920000
1206,Ulric Pyott,+62 856-7341-5180,1,5,3,0,24,0.86,1,1,0,0,0,0,1,0,1,0,0,0,KABUPATEN LUWU TIMUR,1000000
1207,Tucker Yanuk,+62 898-572-216,1,2,13,2,34,1,1,0,0,1,0,1,0,1,1,1,1,1,KABUPATEN BUTON SELATAN,1990000
1208,Dilly Loseby,+62 857-859-194,1,3,4,1,24,0.43,1,1,0,1,1,0,1,1,0,0,0,0,KABUPATEN PRINGSEWU,880000
1209,Bastian Milesap,+62 821-8000-9389,1,5,4,1,27,0.43,0,1,0,0,0,1,0,1,0,1,1,0,KABUPATEN PULAU MOROTAI,1110000
1210,Osgood Clear,+62 820-7431-711,1,5,2,0,25,0.86,1,1,0,1,0,1,0,0,1,1,0,1,KABUPATEN BLITAR,1670000
1211,Park Mandrey,+62 854-8670-25023,1,5,1,0,25,0.86,1,1,0,0,1,1,0,0,0,0,1,0,KABUPATEN BALANGAN,690000
1212,Gearalt Madelin,+62 866-571-640,1,3,4,1,24,1,0,1,0,0,1,1,0,0,1,1,1,1,KABUPATEN PEMALANG,980000
1213,Panchito Yonge,+62 832-0922-48539,1,5,14,4,35,0.86,0,0,0,1,1,1,0,0,0,1,1,1,KABUPATEN SANGGAU,1880000
1214,Tabbie Marrow,+62 830-0332-3755,1,3,5,5,29,0.14,0,1,0,0,1,1,0,1,0,1,0,0,KABUPATEN KUTAI KARTANEGARA,1170000
1215,Levey Varnham,+62 887-8145-8053,1,5,16,0,38,0.14,1,0,0,0,1,0,0,1,1,0,0,0,KOTA PEMATANGSIANTAR,960000
1216,Bryn Zwicker,+62 830-541-053,1,3,0,0,26,0.29,0,0,0,0,1,1,1,0,1,1,0,0,KABUPATEN BOMBANA,1490000
1217,Wernher Satterfitt,+62 865-0556-433,1,3,7,6,37,0.14,0,0,0,0,1,1,0,1,1,0,1,0,KABUPATEN KUTAI KARTANEGARA,960000
1218,Lanny Scothern,+62 858-6666-756,1,5,15,11,39,0,0,0,0,0,0,0,1,1,0,0,0,0,KABUPATEN SIMEULUE,1110000
1219,Barri Wadworth,+62 875-768-098,1,3,11,9,37,0,0,1,0,0,1,0,0,0,1,1,0,0,KABUPATEN ACEH BARAT,1200000
1220,Josiah Hucknall,+62 816-2832-4340,1,2,6,3,36,0.57,1,1,1,0,1,0,0,0,0,0,1,1,KABUPATEN GORONTALO,830000
1221,Horst Suston,+62 826-3177-5958,1,5,9,5,38,0.57,0,1,0,0,0,1,1,0,1,0,0,0,KABUPATEN OGAN KOMERING ULU,870000
1222,Hagan Pelham,+62 873-2117-007,1,2,1,1,37,0.71,1,1,1,0,0,0,0,0,1,1,0,1,KABUPATEN BANJAR,1180000
1223,Ferrel Alldred,+62 868-6067-42579,1,3,5,4,25,0.57,0,1,0,1,0,0,1,0,0,1,0,0,KABUPATEN MAMBERAMO RAYA,1620000
1224,Vaclav Bortolomei,+62 885-177-422,1,3,4,4,27,0.57,0,0,0,1,0,0,0,0,0,0,1,1,KABUPATEN ACEH TENGGARA,830000
1225,Broddie Chomley,+62 883-4318-833,1,3,8,5,28,1,0,0,1,0,1,0,1,1,0,1,0,1,KABUPATEN BANYUASIN,740000
1226,Lennie Persehouse,+62 877-9846-509,1,5,1,0,24,0.43,0,1,1,0,0,0,0,0,0,1,0,0,KABUPATEN JOMBANG,710000
1227,Neron Estcot,+62 820-3049-163,1,3,3,3,25,0.14,0,1,0,1,1,1,0,0,1,0,0,0,KABUPATEN MALUKU BARAT DAYA,1090000
1228,Travus Ratnege,+62 855-9274-82210,1,4,3,3,37,0.14,1,0,0,0,1,0,0,1,1,0,1,1,KOTA PADANG,990000
1229,Sollie Matyushenko,+62 866-2547-5039,1,2,3,3,37,0.29,1,0,0,1,1,0,0,0,1,0,1,1,KABUPATEN GORONTALO UTARA,1520000
1230,Kelwin Chiplin,+62 820-292-217,1,3,8,5,38,0.86,0,1,0,0,1,0,1,0,1,1,1,1,KABUPATEN PEKALONGAN,1860000
1231,Patten Ranyelld,+62 855-985-922,1,2,4,3,33,0.57,1,1,0,0,0,1,1,0,0,0,0,1,KABUPATEN SUBANG,1570000
1232,Talbert Shotbolt,+62 877-8706-5163,1,5,7,1,30,0.29,0,0,0,1,1,0,0,0,1,1,0,0,KABUPATEN PAMEKASAN,1550000
1233,Pen Downey,+62 868-4073-33310,1,3,0,0,21,0.86,0,1,1,0,0,1,0,1,0,0,1,0,KABUPATEN PACITAN,1510000
1234,Jarret Chance,+62 897-730-188,1,4,4,3,26,0.29,0,0,0,0,1,0,0,1,0,1,1,1,KABUPATEN ENDE,1390000
1235,Nap Ingerfield,+62 833-8486-32528,1,5,1,0,26,0,0,0,1,1,1,0,0,0,0,1,0,1,KOTA CIREBON,790000
1236,Hermie Really,+62 896-747-959,1,3,0,0,22,0.29,0,1,1,1,0,1,0,0,0,1,0,1,KABUPATEN ENDE,1050000
1237,Tann Woolbrook,+62 898-898-933,1,2,14,4,35,0.14,1,1,0,1,0,0,0,1,0,0,0,0,KABUPATEN KUDUS,630000
1238,My Wellstood,+62 870-333-545,1,3,0,0,27,0.57,0,0,0,0,1,1,1,1,0,0,0,0,KOTA SOLOK,950000
1239,Abel Friman,+62 819-2756-288,1,2,0,0,25,1,0,1,1,0,1,0,0,0,0,1,0,1,KABUPATEN REJANG LEBONG,820000
1240,Brodie Rosin,+62 879-1714-874,1,3,15,8,36,0.43,0,0,1,1,0,0,1,1,1,1,0,0,KABUPATEN PURBALINGGA,1110000
1241,Ellary Fones,+62 853-2106-7636,1,5,7,2,30,0.57,1,0,1,1,0,0,1,0,0,1,1,1,KABUPATEN JEPARA,560000
1242,Link Stanney,+62 858-5370-137,1,5,6,5,33,0.71,0,0,1,0,1,0,1,1,1,0,0,0,KABUPATEN HALMAHERA SELATAN,1010000
1243,Hiram Cowton,+62 887-1498-146,1,3,1,0,25,1,0,0,0,1,1,0,1,0,0,0,1,0,KOTA TANJUNG PINANG,1910000
1244,Wood Sanja,+62 898-2626-37417,1,5,17,2,37,1,0,0,1,1,1,1,0,1,0,0,0,0,KABUPATEN FAK FAK,1450000
1245,Jareb MacAlester,+62 878-9618-57220,1,5,12,12,37,0.43,1,0,1,1,0,1,1,1,1,0,1,1,KABUPATEN TANGERANG,1010000
1246,Dicky Jessopp,+62 895-1234-90983,1,3,4,3,37,0,0,1,0,1,1,1,0,1,0,1,0,1,KOTA BANJAR,1610000
1247,Maynard Hellen,+62 824-2266-944,1,5,1,1,31,0.29,0,0,0,0,1,0,0,0,0,1,1,1,KOTA SOLOK,1500000
1248,Kain Margetts,+62 883-4128-1830,1,5,2,0,25,0.71,1,1,0,0,1,1,1,1,1,1,1,1,KABUPATEN SOLOK SELATAN,1880000
1249,Carly Wharmby,+62 835-911-277,1,5,12,8,39,0.86,0,1,1,0,1,0,0,0,0,1,0,0,KABUPATEN BENGKAYANG,1750000
1250,Craig McCrie,+62 821-0092-2049,1,5,6,2,27,0.71,0,0,0,1,0,0,0,0,1,0,1,0,KABUPATEN SUBANG,840000
1251,Michail Mouland,+62 875-2433-938,1,5,8,4,29,0,1,1,0,1,1,0,0,1,1,0,0,1,KABUPATEN ENREKANG,1480000
1252,Zedekiah Roebuck,+62 832-1771-812,1,3,11,7,39,0.29,0,0,1,0,0,0,0,0,0,0,0,0,KABUPATEN GORONTALO,1880000
1253,Cory Moultrie,+62 855-4752-387,1,5,16,12,38,0,0,0,0,0,0,0,0,0,1,1,0,0,KABUPATEN MAMUJU TENGAH,1120000
1254,Towny Cinderey,+62 896-2737-9419,1,2,7,1,38,1,1,1,1,1,1,0,1,1,0,1,1,1,KABUPATEN PENUKAL ABAB LEMATANG ILIR,1030000
1255,Alphonse Evelyn,+62 891-3563-719,1,3,1,1,36,0.14,0,0,0,0,1,0,0,1,1,1,1,0,KABUPATEN SUKABUPATENUMI,710000
1256,Pip Haggeth,+62 876-3825-622,1,3,4,4,27,0.29,0,1,1,0,1,1,0,1,0,1,1,1,KABUPATEN BARITO KUALA,770000
1257,Woodman MacGray,+62 839-392-428,1,5,4,1,30,1,1,1,1,1,1,1,1,0,0,1,0,0,KABUPATEN BENGKALIS,1400000
1258,Rutherford Disbury,+62 852-7246-6191,1,4,3,2,23,0.29,1,0,1,0,1,0,0,1,1,0,1,0,KABUPATEN KOLAKA,1410000
1259,Andras Faulds,+62 818-5030-2516,1,3,1,1,29,0.86,0,1,1,1,1,1,1,0,1,0,0,0,KABUPATEN LUWU,800000
1260,Murray Chastaing,+62 896-7660-64568,1,5,13,2,37,0,1,0,0,1,1,1,1,1,1,0,0,0,KABUPATEN LANNY JAYA,1430000
1261,Marius Hamor,+62 811-2520-065,1,5,4,3,38,0.43,0,1,0,0,0,0,1,0,1,1,0,1,KOTA BINJAI,1490000
1262,Monte Greenhouse,+62 866-3523-766,1,3,13,12,39,0.14,1,1,0,0,1,0,0,0,1,1,1,0,KABUPATEN LABUHANBATU,1840000
1263,Thatcher Elgee,+62 835-596-518,1,5,13,5,39,0.57,0,1,1,1,1,0,0,0,0,1,0,0,KOTA SUBULUSSALAM,1820000
1264,Mervin McEvilly,+62 817-4686-196,1,3,3,0,25,0.71,1,1,1,0,0,1,1,1,0,1,0,1,KOTA PALU,1530000
1265,Blayne Blasio,+62 885-8538-325,1,5,4,4,39,0.29,1,0,0,1,0,1,1,1,1,1,0,0,KOTA BANDAR LAMPUNG,1740000
1266,Mikkel Willoughey,+62 829-2422-53341,1,5,13,7,39,0.86,1,0,0,0,0,1,1,0,1,0,1,0,KABUPATEN ASAHAN,760000
1267,Reinald Bartholomaus,+62 823-7075-0144,1,5,0,0,22,1,1,0,0,1,0,1,1,1,1,0,0,0,KOTA TANJUNG BALAI,1410000
1268,Bent Batthew,+62 880-2743-46156,1,3,12,1,37,0,0,0,1,0,1,1,1,0,0,0,1,1,KABUPATEN SITUBONDO,840000
1269,Fee Wharf,+62 897-2058-28057,1,5,2,0,33,0.57,0,0,1,0,0,1,1,0,0,1,1,0,KOTA SUBULUSSALAM,1030000
1270,Brook Feake,+62 818-3791-090,1,3,2,2,22,1,0,1,0,1,0,0,1,1,0,0,1,0,KABUPATEN PROBOLINGGO,1640000
1271,Richard Huygens,+62 823-830-414,1,5,1,0,29,1,0,1,1,0,0,0,1,0,1,0,0,1,KABUPATEN PASAMAN BARAT,1310000
1272,Mason Dorot,+62 894-497-088,1,3,6,5,37,1,1,0,0,1,1,0,1,0,1,1,1,0,KABUPATEN LAMPUNG UTARA,1800000
1273,Baxy Kalinke,+62 814-306-434,1,3,0,0,24,0.57,0,0,0,0,0,0,1,1,1,1,1,1,KABUPATEN BANJARNEGARA,550000
1274,Ebeneser Rabjohns,+62 891-5882-5546,1,4,5,0,36,0,1,1,1,0,1,1,0,0,0,0,0,0,KABUPATEN MAYBRAT,1010000
1275,Otto Brixey,+62 816-3910-0881,1,3,1,1,32,0,1,1,0,0,1,0,0,0,0,0,1,0,KABUPATEN PATI,1870000
1276,Klement Louche,+62 892-5156-55738,1,3,12,5,33,1,0,1,0,0,0,1,0,0,1,1,1,0,KABUPATEN BONDOWOSO,710000
1277,Magnum Philo,+62 853-8508-51385,1,5,0,0,21,0.14,1,1,1,0,1,1,0,1,1,0,1,0,KABUPATEN PONOROGO,1310000
1278,Bealle Corp,+62 876-099-371,1,3,2,2,39,0.71,0,0,1,0,1,0,0,1,1,0,0,0,KOTA METRO,1850000
1279,Randal Bilsland,+62 823-3821-815,1,5,1,1,21,0.71,1,0,0,0,0,0,0,0,1,1,0,0,KABUPATEN ACEH JAYA,640000
1280,Hoebart Aberdeen,+62 876-8333-740,1,5,5,0,39,0.14,1,1,0,1,1,1,1,0,0,0,0,0,KABUPATEN KARANGASEM,1070000
1281,Dene Arundel,+62 872-570-784,1,5,11,3,34,0.86,1,0,0,1,1,0,0,1,1,1,0,0,KABUPATEN TABALONG,1200000
1282,Chrissy McCuish,+62 811-0948-8199,1,5,9,4,31,0.29,1,1,0,0,0,1,0,1,1,1,1,1,KABUPATEN REJANG LEBONG,1150000
1283,Sonnie Tremayne,+62 828-1446-36023,1,3,1,0,33,0.29,1,1,1,0,0,1,1,0,1,1,0,1,KABUPATEN PADANG LAWAS UTARA,1400000
1284,Jay Purshouse,+62 831-8618-17148,1,2,2,1,34,0.43,1,0,0,0,0,0,1,1,1,1,0,0,KABUPATEN NAGEKEO,1460000
1285,Tate Grzegorek,+62 877-853-275,1,4,3,0,26,0.14,1,1,1,0,1,1,0,0,0,1,0,0,KABUPATEN ACEH SELATAN,1810000
1286,Bartie Delahunt,+62 881-1559-52869,1,4,3,3,23,0.57,0,1,1,0,0,1,0,1,1,0,0,1,KOTA BANJAR,1180000
1287,Salmon Peyton,+62 814-948-219,1,4,15,13,36,0.86,1,1,1,0,0,1,0,0,1,1,1,0,KABUPATEN BONDOWOSO,820000
1288,Niel Midner,+62 821-8973-16276,1,5,6,2,34,0.14,0,1,0,1,0,1,1,0,0,1,0,1,KABUPATEN MURUNG RAYA,1360000
1289,Rourke Perassi,+62 821-1471-837,1,5,1,1,21,0.14,1,1,1,1,1,0,1,1,0,1,0,0,KABUPATEN BELITUNG TIMUR,970000
1290,Dill Mainz,+62 880-9264-781,1,5,0,0,30,0.71,1,1,1,0,0,1,0,0,0,0,1,0,KABUPATEN TANAH DATAR,1110000
1291,Herc Bourne,+62 816-3069-986,1,3,8,6,28,0.57,1,1,0,0,0,1,1,0,1,0,1,0,KOTA PADANGSIDIMPUAN,660000
1292,Mallory Vinker,+62 810-5134-670,1,5,1,1,21,0.86,1,0,1,0,0,1,1,0,1,1,1,0,KABUPATEN PINRANG,1270000
1293,Benny Eltringham,+62 877-331-339,1,5,2,0,22,0.71,0,1,1,1,0,0,0,0,0,0,0,1,KABUPATEN POSO,1140000
1294,Malvin Wych,+62 893-184-205,1,3,5,0,31,1,0,1,0,1,0,1,0,1,1,0,1,1,KABUPATEN KAPUAS HULU,1920000
1295,Raleigh Whale,+62 878-1038-2345,1,5,9,6,31,0,0,0,0,1,1,1,0,0,0,0,1,0,KOTA TERNATE,1850000
1296,Jan Mandifield,+62 889-6171-638,1,3,0,0,34,0.43,0,1,0,1,1,0,0,1,1,1,0,0,KABUPATEN GAYO LUES,810000
1297,Vinny Gallifont,+62 890-808-167,1,3,3,2,24,0.86,0,0,1,1,0,1,0,0,0,0,1,0,KABUPATEN BARITO SELATAN,1440000
1298,Yurik Loosley,+62 857-6565-842,1,5,9,8,29,0.43,1,0,1,1,0,0,1,0,0,1,1,1,KABUPATEN BUTON TENGAH,590000
1299,Palm Dibdin,+62 839-853-557,1,5,8,7,31,0,1,1,0,1,0,1,0,1,0,0,0,1,KABUPATEN MAGELANG,660000
1300,Mikael Mayoh,+62 872-252-486,1,3,0,0,37,0,0,0,1,1,1,0,1,1,1,1,1,0,KABUPATEN TIMOR TENGAH UTARA,1440000
1301,Kev MacAllaster,+62 894-0264-03298,1,3,3,3,33,0.71,0,1,1,0,1,0,1,1,0,1,1,0,KOTA PEMATANGSIANTAR,1760000
1302,Keefe Mouncey,+62 851-707-068,1,5,8,1,33,1,1,1,0,1,1,0,0,1,0,1,0,1,KABUPATEN KEPULAUAN TANIMBAR,1830000
1303,Nichols Wildish,+62 837-5927-45591,1,2,1,1,29,0.29,0,0,0,0,0,0,1,0,0,1,1,0,KABUPATEN HALMAHERA UTARA,890000
1304,Tremaine Lippo,+62 888-1889-7466,1,3,11,0,34,1,1,1,1,0,1,0,1,0,1,1,0,1,KABUPATEN PESISIR SELATAN,1640000
1305,Mylo Adne,+62 813-206-964,1,3,7,7,33,0.29,1,0,0,1,1,0,0,0,0,0,0,1,KABUPATEN PARIGI MOUTONG,860000
1306,Louis Roggieri,+62 853-964-133,1,5,6,0,29,0.86,0,0,0,1,0,0,1,1,0,0,0,1,KABUPATEN PEMALANG,1120000
1307,Galvin Gohier,+62 860-459-075,1,3,5,0,28,0.71,1,0,0,1,1,0,1,1,1,1,1,0,KOTA BIMA,810000
1308,Jone Horribine,+62 819-5125-18736,1,5,7,0,28,0.14,1,1,1,0,0,0,0,0,1,0,0,0,KABUPATEN BOLAANG MONGONDOW,1590000
1309,Kermie Anfossi,+62 835-230-643,1,5,2,1,25,1,0,0,0,0,1,1,0,0,1,1,0,0,KABUPATEN MADIUN,1080000
1310,Zechariah Perview,+62 863-958-043,1,5,6,5,27,0.43,1,0,1,0,1,1,1,1,0,0,1,1,KABUPATEN PESISIR SELATAN,1930000
1311,Windham Filyakov,+62 811-2779-53339,1,5,0,0,29,0.71,0,0,1,1,1,1,1,1,0,1,0,1,KABUPATEN SIMEULUE,550000
1312,Jedediah Cokayne,+62 827-4086-942,1,3,2,2,23,0.43,1,0,0,0,0,0,1,0,1,0,0,1,KABUPATEN BUTON UTARA,1310000
1313,Connie Galiero,+62 826-0394-765,1,5,4,4,36,0.14,1,0,0,1,1,1,1,0,0,0,0,0,KABUPATEN INDRAMAYU,880000
1314,Munroe Endrizzi,+62 829-9549-6765,1,5,1,0,36,0.14,1,0,1,0,1,1,0,0,1,0,1,1,KABUPATEN NIAS,1000000
1315,Granthem Seldon,+62 853-2663-322,1,3,1,1,21,0.14,0,0,0,1,0,1,1,1,1,1,0,1,KOTA JAMBI,1800000
1316,Gaultiero Medforth,+62 870-369-231,1,5,4,0,27,0.14,1,0,0,0,1,1,1,1,1,1,1,0,KABUPATEN PASANGKAYU,660000
1317,Yvon Garza,+62 858-883-176,1,5,8,7,36,1,0,0,0,1,1,0,1,1,1,1,1,0,KABUPATEN SIMEULUE,1590000
1318,Feodor Crampsey,+62 811-0853-0843,1,5,4,2,33,0,1,0,0,1,1,1,0,0,0,0,1,0,KOTA MAGELANG,1890000
1319,Dell Cull,+62 871-7388-10491,1,2,5,5,30,0.29,0,0,1,1,1,0,0,0,0,0,1,0,KABUPATEN LOMBOK BARAT,720000
1320,Justis Kintzel,+62 885-5152-1456,1,3,8,8,31,1,1,0,1,1,0,1,0,0,0,1,1,0,KABUPATEN PARIGI MOUTONG,1250000
1321,Dalton Blinco,+62 894-0640-61418,1,5,1,1,22,1,0,1,1,0,1,1,0,0,1,0,0,1,KABUPATEN BIREUEN,900000
1322,Sebastiano Hunnaball,+62 869-5308-283,1,5,7,7,27,0.57,0,0,0,0,1,0,1,1,1,1,0,0,KABUPATEN SIDENRENG RAPPANG,1770000
1323,Etan Espinazo,+62 893-228-973,1,5,3,1,25,0,1,0,0,1,1,0,1,1,0,1,0,0,KABUPATEN KEPULAUAN MENTAWAI,1150000
1324,Edouard Naish,+62 864-568-907,1,2,3,1,24,0.57,1,1,1,1,0,1,1,0,1,0,0,1,KABUPATEN TANJUNG JABUNG BARAT,1170000
1325,Eziechiele Gino,+62 871-5624-87029,1,3,9,0,36,0,1,0,1,0,0,1,0,0,1,0,0,1,KABUPATEN LOMBOK BARAT,1290000
1326,Ivan Bawme,+62 858-201-870,1,3,2,1,28,1,1,0,0,0,1,1,1,0,0,0,1,0,KABUPATEN SAMOSIR,910000
1327,Sigvard Morville,+62 881-3368-8037,1,2,0,0,23,0.86,1,1,1,1,1,1,0,1,1,0,1,1,KABUPATEN TEGAL,1140000
1328,Kerry Coytes,+62 815-0811-50259,1,5,12,2,33,1,1,1,0,1,0,0,1,1,1,0,1,0,KABUPATEN ACEH TENGGARA,1160000
1329,Murdoch Kentwell,+62 858-5834-41838,1,3,15,8,36,1,1,1,1,0,0,0,0,1,1,0,1,1,KABUPATEN TABANAN,700000
1330,Wesley Vicar,+62 872-996-890,1,3,17,11,39,0.29,1,1,0,1,1,0,1,1,0,1,1,0,KABUPATEN TULANG BAWANG BARAT,1590000
1331,Somerset Behr,+62 862-6202-403,1,5,11,1,32,0.57,1,0,0,1,1,0,0,0,0,1,0,1,KABUPATEN PELALAWAN,1740000
1332,Reinaldo Dunstall,+62 832-7598-66408,1,5,9,5,37,0.43,0,1,1,0,0,0,0,0,0,0,1,1,KABUPATEN PURWAKARTA,1090000
1333,Gibbie Brewin,+62 823-6748-10908,1,2,3,1,26,0,1,1,1,1,1,1,1,0,1,1,0,0,KOTA PAGAR ALAM,1120000
1334,Dane Reary,+62 888-2218-1584,1,2,4,4,28,1,0,1,1,0,0,0,0,1,0,1,0,1,KABUPATEN PADANG LAWAS,1920000
1335,Dan Keave,+62 824-2415-5318,1,2,9,6,31,0.71,0,1,0,0,1,1,1,0,1,1,1,0,KABUPATEN LAMPUNG UTARA,1380000
1336,Vernen Boodle,+62 888-983-000,1,2,0,0,23,0.86,1,0,1,0,0,1,1,0,1,0,0,1,KABUPATEN KOLAKA TIMUR,1820000
1337,Andie Goodyer,+62 824-9205-981,1,3,10,3,32,0,1,1,0,0,0,1,1,1,1,0,0,1,KOTA MALANG,1620000
1338,Ker Bulfoot,+62 832-8000-24394,1,5,2,1,22,0.71,1,0,0,0,0,1,0,0,1,1,1,0,KABUPATEN SORONG SELATAN,1230000
1339,Ebenezer Beau,+62 853-5962-034,1,5,8,7,38,0.14,0,1,0,0,0,1,0,0,1,1,0,1,KOTA ADM. JAKARTA BARAT,1750000
1340,Ragnar Caddell,+62 839-8616-842,1,2,1,0,32,0.86,0,0,0,1,0,1,0,1,0,1,0,0,KABUPATEN KULON PROGO,1690000
1341,Kristopher O'Coskerry,+62 858-7791-60236,1,2,8,2,38,0.14,1,0,1,1,0,0,0,0,0,0,0,1,KOTA BANDUNG,880000
1342,Dalton Camerello,+62 875-7703-440,1,5,3,1,32,0,0,1,1,0,0,1,1,0,1,0,0,0,KOTA LANGSA,1530000
